@relation Data

@attribute index numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute class {1  2  3  4}

@data
3973,-1.069592,-9.943375,-1.226322,2
3974,-1.147358,-9.937392,-1.495514,2
3975,-1.405783,-9.644272,-1.479961,2
3976,-1.836491,-9.290133,-1.138984,2
3977,-2.215754,-9.184850,-0.784846,2
3978,-2.226521,-9.300901,-0.577867,2
3979,-1.858027,-9.510274,-0.629312,2
3980,-1.374677,-9.739985,-0.814756,2
3981,-0.900898,-9.864411,-0.521635,2
3982,-0.686740,-9.881161,-0.479761,2
3983,-0.727418,-9.900304,-0.606581,2
3984,-1.042074,-9.771091,-0.681954,2
3985,-1.495514,-9.571291,-0.732204,2
3986,-2.003989,-9.403793,-0.687936,2
3987,-2.298306,-9.363115,-0.550349,2
3988,-2.475375,-9.406186,-0.601795,2
3989,-2.389233,-9.489935,-0.648455,2
3990,-2.219343,-9.510274,-0.550349,2
3991,-1.891526,-9.572487,-0.571885,2
3992,-1.780260,-9.647861,-0.398405,2
3993,-1.787439,-9.779466,-0.282353,2
3994,-1.881955,-9.676575,-0.046660,2
3995,-2.002793,-9.470792,0.386441,2
3996,-2.140380,-9.460024,0.789631,2
3997,-2.088934,-9.515059,0.983450,2
3998,-2.078166,-9.391829,1.125823,2
3999,-2.191826,-9.064013,1.842473,2
4000,-2.206182,-8.719446,2.043471,2
4001,-2.333002,-8.737391,1.191626,2
4002,-2.657230,-9.199206,0.821935,2
4003,-2.167897,-9.446864,0.951147,2
4004,-1.850848,-10.323833,0.599402,2
4005,-1.418944,-11.115857,0.008375,2
4006,-1.837688,-11.230713,0.253639,2
4007,-2.330609,-10.421939,0.491725,2
4008,-3.388237,-9.631111,0.701097,2
4009,-3.372684,-9.314062,1.211965,2
4010,-2.950350,-9.212367,1.339981,2
4011,-2.828316,-9.102298,1.533799,2
4012,-2.843870,-8.895318,1.506282,2
4013,-2.833102,-8.611769,1.278964,2
4014,-2.921636,-8.496913,1.142573,2
4015,-2.968297,-8.586644,1.081556,2
4016,-2.845066,-8.835498,1.050449,2
4017,-2.719443,-9.068798,1.240679,2
4018,-2.635694,-9.280562,1.552942,2
4019,-2.586641,-9.421740,1.698904,2
4020,-2.545963,-9.436096,1.718047,2
4021,-2.529213,-9.448060,1.688136,2
4022,-2.506482,-9.471989,1.622334,2
4023,-2.488536,-9.462418,1.562513,2
4024,-2.490928,-9.469596,1.561317,2
4025,-2.490928,-9.513863,1.618744,2
4026,-2.496910,-9.558130,1.757528,2
4027,-2.489732,-9.610772,1.861616,2
4028,-2.528017,-9.541380,1.977668,2
4029,-2.555535,-9.379865,2.021935,2
4030,-2.565106,-9.257831,2.011168,2
4031,-2.525624,-9.233903,1.916651,2
4032,-2.498107,-9.254242,1.707279,2
4033,-2.516053,-9.268599,1.506282,2
4034,-2.482553,-9.302098,1.426122,2
4035,-2.420340,-9.345169,1.454836,2
4036,-2.382055,-9.369097,1.478764,2
4037,-2.350948,-9.337991,1.481157,2
4038,-2.261217,-9.315259,1.785046,2
4039,-2.143969,-9.402596,2.216950,2
4040,-2.142773,-9.477970,2.084148,2
4041,-2.445465,-9.403793,1.408176,2
4042,-2.533999,-9.413364,0.323031,2
4043,-2.279164,-9.409775,0.352941,2
4044,-2.155933,-9.457631,0.642473,2
4045,-1.999203,-9.609575,0.955933,2
4046,-1.922633,-9.736395,1.430908,2
4047,-2.024328,-9.748360,1.312463,2
4048,-2.167897,-9.810573,1.033699,2
4049,-2.349752,-9.848858,0.872184,2
4050,-2.532803,-9.754341,0.725025,2
4051,-2.366502,-9.671789,0.334995,2
4052,-2.218147,-9.638289,0.370888,2
4053,-2.017149,-9.536594,0.236889,2
4054,-1.874776,-9.486345,0.010768,2
4055,-1.820938,-9.499506,-0.156730,2
4056,-1.810170,-9.521041,-0.330210,2
4057,-1.749153,-9.476774,-0.405583,2
4058,-1.793421,-9.327223,-0.319442,2
4059,-1.649851,-9.304491,-0.350549,2
4060,-1.440479,-9.074780,-0.687936,2
4061,-1.344766,-9.061620,-0.807578,2
4062,-1.263410,-9.128618,-1.261018,2
4063,-1.341177,-9.749556,-1.372284,2
4064,-1.243071,-10.212567,-0.865005,2
4065,-1.531407,-10.488938,0.232104,2
4066,-1.586441,-11.123036,1.627119,2
4067,-1.819742,-10.679168,3.388237,2
4068,-1.421337,-9.268599,4.254439,2
4069,-1.543371,-8.569894,0.521635,2
4070,-2.372484,-9.059227,-3.614359,2
4071,-2.658426,-9.111869,-5.032106,2
4072,-1.517050,-9.175279,-3.597609,2
4073,-0.329013,-9.430114,-1.554138,2
4074,0.151944,-10.086944,-0.344566,2
4075,0.005982,-10.553544,0.382852,2
4076,-0.770489,-10.427921,-0.163908,2
4077,-1.642673,-9.706485,-1.127020,2
4078,-2.385644,-9.099904,-1.076770,2
4079,-2.752943,-8.983852,-0.813560,2
4080,-2.410769,-9.138189,-0.870987,2
4081,-1.391426,-9.540184,-1.179662,2
4082,-0.618545,-9.868001,-1.426122,2
4083,-0.446261,-10.137193,-1.582852,2
4084,-0.424726,-9.954143,-1.594816,2
4085,-0.557528,-9.700503,-1.304088,2
4086,-0.991825,-9.562916,-0.978664,2
4087,-1.255036,-9.561719,-1.056431,2
4088,-1.253839,-9.494720,-1.331606,2
4089,-1.190429,-9.495916,-1.490728,2
4090,-1.137787,-9.565309,-1.438086,2
4091,-1.121037,-9.631111,-1.264607,2
4092,-1.123430,-9.745967,-1.311267,2
4093,-0.989432,-9.799805,-1.686940,2
4094,-0.795614,-9.750752,-2.057827,2
4095,-0.630509,-9.684950,-2.102095,2
4096,-0.525225,-9.847662,-1.753939,2
4097,-0.461815,-10.025927,-1.426122,2
4098,-0.482154,-9.915857,-1.107877,2
4099,-0.665205,-9.638289,-0.940379,2
4100,-0.979861,-9.552148,-0.996611,2
4101,-1.176072,-9.604790,-1.143769,2
4102,-1.256232,-9.627522,-1.150948,2
4103,-1.196411,-9.574880,-1.135394,2
4104,-1.073181,-9.450453,-1.149751,2
4105,-0.897308,-9.533006,-1.149751,2
4106,-0.642473,-9.773484,-1.081556,2
4107,-0.470190,-9.956535,-1.062413,2
4108,-0.430708,-9.911072,-1.012164,2
4109,-0.558724,-9.840483,-0.898505,2
4110,-0.921237,-9.720842,-0.898505,2
4111,-1.174876,-9.596416,-0.981057,2
4112,-1.167697,-9.623933,-1.067199,2
4113,-0.788435,-9.728021,-1.051646,2
4114,-0.539581,-9.846465,-1.039681,2
4115,-0.459422,-9.826126,-1.156930,2
4116,-0.527617,-9.763913,-1.140180,2
4117,-0.614955,-9.834501,-1.073181,2
4118,-0.582652,-9.912268,-1.066002,2
4119,-0.473779,-9.789038,-1.168894,2
4120,-0.611366,-9.605987,-1.200001,2
4121,-0.833899,-9.554541,-1.228714,2
4122,-0.914058,-9.649057,-1.141376,2
4123,-0.887737,-9.755538,-0.888934,2
4124,-0.806381,-9.773484,-0.856631,2
4125,-0.798006,-9.688539,-1.007378,2
4126,-0.771685,-9.705289,-1.165305,2
4127,-0.764507,-9.743574,-1.262214,2
4128,-0.875773,-9.718450,-1.164108,2
4129,-0.927219,-9.664611,-1.174876,2
4130,-0.915255,-9.638289,-1.111466,2
4131,-0.851845,-9.649057,-1.275374,2
4132,-0.685544,-9.805787,-1.579263,2
4133,-0.789631,-9.805787,-1.682154,2
4134,-1.140180,-9.694521,-1.657030,2
4135,-1.403391,-9.686146,-1.551746,2
4136,-1.400998,-9.762716,-1.428515,2
4137,-1.205983,-9.966106,-1.447658,2
4138,-1.134198,-9.841680,-1.519442,2
4139,-1.428515,-9.487542,-1.284946,2
4140,-1.750350,-9.219545,-1.069592,2
4141,-1.680958,-9.337991,-0.972682,2
4142,-1.099502,-9.608379,-0.914058,2
4143,-0.476172,-9.864411,-0.905683,2
4144,-0.193819,-10.078569,-0.924826,2
4145,-0.299103,-10.213763,-0.902094,2
4146,-0.837488,-9.942178,-0.811167,2
4147,-1.489532,-9.628718,-0.686740,2
4148,-1.942972,-9.511470,-0.563510,2
4149,-2.092523,-9.507881,-0.668794,2
4150,-2.120041,-9.452846,-0.796810,2
4151,-1.909472,-9.385847,-0.866202,2
4152,-1.590031,-9.489935,-0.934397,2
4153,-1.263410,-9.634701,-0.994218,2
4154,-1.143769,-9.713663,-1.067199,2
4155,-1.299303,-9.734002,-1.012164,2
4156,-1.670190,-9.667004,-0.818345,2
4157,-1.914258,-9.668200,-0.635294,2
4158,-2.061417,-9.620343,-0.337388,2
4159,-2.175076,-9.558130,-0.135194,2
4160,-2.299503,-9.524631,-0.034696,2
4161,-2.264807,-9.509077,0.004786,2
4162,-2.204986,-9.516255,-0.035892,2
4163,-2.093720,-9.530613,-0.174676,2
4164,-1.969293,-9.596416,-0.290728,2
4165,-1.921437,-9.651450,-0.513260,2
4166,-1.920240,-9.632308,-0.713061,2
4167,-1.998007,-9.503095,-0.600598,2
4168,-2.081756,-9.456435,-0.567099,2
4169,-2.092523,-9.424132,-0.382852,2
4170,-2.112862,-9.499506,-0.093320,2
4171,-2.109273,-9.533006,0.264407,2
4172,-2.019542,-9.534202,0.386441,2
4173,-2.087738,-9.425328,0.369691,2
4174,-2.108077,-9.419347,0.546760,2
4175,-2.165504,-9.491131,0.783649,2
4176,-2.249253,-9.528220,1.253839,2
4177,-2.281556,-9.589237,1.265803,2
4178,-2.405983,-9.404989,1.263410,2
4179,-2.352145,-9.308080,1.604388,2
4180,-2.023132,-9.378669,1.416551,2
4181,-1.884348,-9.755538,0.892523,2
4182,-1.836491,-10.058230,0.709472,2
4183,-1.786242,-9.871590,0.539581,2
4184,-2.084148,-9.414560,0.781257,2
4185,-2.486143,-9.103494,0.788435,2
4186,-2.787638,-9.096315,0.979861,2
4187,-2.843870,-9.188439,1.098306,2
4188,-2.726621,-9.237492,1.127020,2
4189,-2.672783,-9.298509,1.332802,2
4190,-2.757728,-9.341579,1.507478,2
4191,-2.921636,-9.378669,1.668994,2
4192,-3.020939,-9.352347,1.814956,2
4193,-3.060420,-9.290133,1.915455,2
4194,-2.994617,-9.320045,1.916651,2
4195,-2.810370,-9.357133,1.795813,2
4196,-2.642873,-9.305687,1.666601,2
4197,-2.536392,-9.278170,1.507478,2
4198,-2.417947,-9.310472,1.356730,2
4199,-2.318645,-9.366704,1.268196,2
4200,-2.292324,-9.347562,1.286142,2
4201,-2.325824,-9.270991,1.311267,2
4202,-2.380858,-9.281759,1.353141,2
4203,-2.443072,-9.341579,1.439283,2
4204,-2.517249,-9.388240,1.549353,2
4205,-2.646462,-9.381062,1.576870,2
4206,-2.737389,-9.347562,1.532603,2
4207,-2.738585,-9.367901,1.415355,2
4208,-2.667997,-9.456435,1.458425,2
4209,-2.513660,-9.506684,1.630709,2
4210,-2.476571,-9.553345,1.603191,2
4211,-2.490928,-9.562916,1.439283,2
4212,-2.447858,-9.571291,1.174876,2
4213,-2.279164,-9.595219,0.914058,2
4214,-2.215754,-9.541380,0.692722,2
4215,-2.376073,-9.491131,0.461815,2
4216,-2.513660,-9.487542,0.477368,2
4217,-2.500500,-9.416953,0.423530,2
4218,-2.317449,-9.316455,0.325424,2
4219,-2.208575,-9.360723,0.352941,2
4220,-2.053042,-9.483953,0.305085,2
4221,-1.954936,-9.617950,0.187837,2
4222,-1.899901,-9.615558,-0.041874,2
4223,-1.880759,-9.608379,-0.224925,2
4224,-2.075774,-9.576077,-0.403191,2
4225,-2.213361,-9.495916,-0.573081,2
4226,-2.267200,-9.445667,-0.485743,2
4227,-2.099702,-9.430114,-0.623330,2
4228,-1.916651,-9.382257,-0.777667,2
4229,-1.678565,-9.310472,-1.112663,2
4230,-1.324427,-9.294920,-1.267000,2
4231,-1.147358,-9.497113,-1.119841,2
4232,-0.926022,-9.857233,-0.512064,2
4233,-0.964308,-10.290334,0.192622,2
4234,-1.137787,-10.914861,1.763510,2
4235,-1.959722,-11.176874,3.177669,2
4236,-1.769492,-10.073783,3.822534,2
4237,-1.952543,-8.731410,2.074577,2
4238,-2.772085,-8.368897,-1.245464,2
4239,-3.394219,-8.587840,-3.375076,2
4240,-3.147758,-8.651250,-3.595216,2
4241,-1.684547,-9.207582,-3.019742,2
4242,-0.056231,-9.846465,-1.489532,2
4243,0.849452,-10.573883,-0.382852,2
4244,0.772882,-10.835897,-0.599402,2
4245,0.062213,-10.499705,-0.932004,2
4246,-0.780060,-9.885947,-0.774078,2
4247,-1.240679,-9.632308,-0.514457,2
4248,-1.397408,-9.738789,-0.318245,2
4249,-1.257428,-9.626326,-0.235693,2
4250,-1.176072,-9.571291,-0.745364,2
4251,-0.987039,-9.702896,-1.310070,2
4252,-0.744168,-9.766306,-1.235893,2
4253,-0.646062,-9.693324,-1.083949,2
4254,-0.766900,-9.604790,-1.031307,2
4255,-0.983450,-9.585648,-0.969093,2
4256,-1.186840,-9.693324,-0.933201,2
4257,-1.238286,-9.802198,-1.003789,2
4258,-1.271785,-9.741181,-0.924826,2
4259,-1.387837,-9.723235,-0.802792,2
4260,-1.567299,-9.716056,-0.583849,2
4261,-1.529014,-9.556933,-0.714258,2
4262,-1.712065,-9.579665,-1.069592,2
4263,-1.579263,-9.601201,-1.198804,2
4264,-1.365105,-9.668200,-1.380659,2
4265,-1.188036,-9.677772,-1.417747,2
4266,-1.091127,-9.812965,-1.386641,2
4267,-1.134198,-9.826126,-1.372284,2
4268,-1.231107,-9.686146,-1.200001,2
4269,-1.326820,-9.554541,-1.100698,2
4270,-1.313660,-9.650253,-1.008575,2
4271,-1.076770,-9.748360,-0.886541,2
4272,-0.794417,-9.726824,-0.854238,2
4273,-0.699901,-9.724431,-0.914058,2
4274,-0.770489,-9.780663,-1.070788,2
4275,-0.820738,-9.730413,-1.167697,2
4276,-0.847059,-9.678967,-1.164108,2
4277,-0.890130,-9.638289,-1.135394,2
4278,-0.981057,-9.675379,-1.093520,2
4279,-1.027717,-9.704092,-1.101895,2
4280,-1.164108,-9.728021,-1.116252,2
4281,-1.275374,-9.722038,-1.156930,2
4282,-1.300499,-9.649057,-1.229911,2
4283,-1.269392,-9.700503,-1.347159,2
4284,-1.171287,-9.751948,-1.529014,2
4285,-1.174876,-9.625129,-1.482354,2
4286,-1.213161,-9.628718,-1.314856,2
4287,-1.227518,-9.610772,-1.207179,2
4288,-1.124627,-9.589237,-1.131805,2
4289,-1.043271,-9.731609,-1.092324,2
4290,-1.060020,-9.760324,-1.234697,2
4291,-1.087538,-9.734002,-1.200001,2
4292,-1.064806,-9.723235,-1.156930,2
4293,-1.051646,-9.682557,-1.217947,2
4294,-1.087538,-9.619147,-1.105484,2
4295,-1.121037,-9.623933,-1.013360,2
4296,-1.104288,-9.707682,-1.030110,2
4297,-1.083949,-9.667004,-1.092324,2
4298,-1.128216,-9.643075,-1.066002,2
4299,-1.054038,-9.741181,-1.103091,2
4300,-1.025324,-9.975677,-1.306481,2
4301,-1.028914,-10.015160,-1.402194,2
4302,-1.077967,-9.832108,-1.281357,2
4303,-1.208375,-9.729217,-0.988236,2
4304,-1.323231,-9.649057,-0.921237,2
4305,-1.365105,-9.571291,-1.054038,2
4306,-1.432104,-9.475577,-1.182054,2
4307,-1.417747,-9.474381,-1.180858,2
4308,-1.446461,-9.535398,-1.113859,2
4309,-1.679762,-9.450453,-0.977468,2
4310,-2.129612,-9.267402,-0.728615,2
4311,-2.218147,-9.297313,-0.565903,2
4312,-1.757528,-9.537791,-0.631705,2
4313,-1.008575,-9.824930,-0.978664,2
4314,-0.531207,-10.061819,-1.104288,2
4315,-0.495314,-10.023534,-1.184447,2
4316,-0.973879,-9.846465,-1.127020,2
4317,-1.671387,-9.680164,-1.046860,2
4318,-2.202593,-9.471989,-0.989432,2
4319,-2.461018,-9.337991,-0.796810,2
4320,-2.407180,-9.371490,-0.390030,2
4321,-1.996811,-9.573684,-0.448654,2
4322,-1.452443,-9.756734,-0.742971,2
4323,-1.032503,-9.767502,-0.898505,2
4324,-0.957129,-9.700503,-0.934397,2
4325,-1.149751,-9.687343,-1.021735,2
4326,-1.450050,-9.650253,-1.107877,2
4327,-1.735993,-9.562916,-1.058824,2
4328,-1.902294,-9.530613,-0.936790,2
4329,-1.890330,-9.567701,-0.887737,2
4330,-1.704886,-9.652647,-0.811167,2
4331,-1.490728,-9.711270,-0.848256,2
4332,-1.546960,-9.649057,-0.710668,2
4333,-1.616352,-9.628718,-0.765703,2
4334,-1.691726,-9.649057,-0.932004,2
4335,-1.680958,-9.564112,-1.040878,2
4336,-1.670190,-9.542577,-1.018146,2
4337,-1.659423,-9.590433,-0.948754,2
4338,-1.658226,-9.653843,-0.820738,2
4339,-1.625923,-9.653843,-0.774078,2
4340,-1.601995,-9.646665,-0.781257,2
4341,-1.624727,-9.616755,-0.782453,2
4342,-1.671387,-9.620343,-0.728615,2
4343,-1.688136,-9.615558,-0.729811,2
4344,-1.667797,-9.621540,-0.734597,2
4345,-1.672583,-9.583255,-0.736989,2
4346,-1.671387,-9.583255,-0.766900,2
4347,-1.706083,-9.627522,-0.799203,2
4348,-1.743171,-9.647861,-0.753739,2
4349,-1.751546,-9.640682,-0.713061,2
4350,-1.738386,-9.566504,-0.634098,2
4351,-1.735993,-9.611969,-0.582652,2
4352,-1.703690,-9.689735,-0.619741,2
4353,-1.683351,-9.684950,-0.649651,2
4354,-1.665405,-9.628718,-0.669990,2
4355,-1.728814,-9.597611,-0.672383,2
4356,-1.764707,-9.556933,-0.679562,2
4357,-1.747957,-9.549755,-0.704686,2
4358,-1.746760,-9.638289,-0.729811,2
4359,-1.770689,-9.671789,-0.741775,2
4360,-1.822134,-9.643075,-0.748953,2
4361,-1.897508,-9.603594,-0.745364,2
4362,-1.957329,-9.547362,-0.745364,2
4363,-1.953740,-9.549755,-0.734597,2
4364,-1.878366,-9.576077,-0.715454,2
4365,-1.780260,-9.644272,-0.695115,2
4366,-1.698904,-9.649057,-0.697508,2
4367,-1.739582,-9.623933,-0.729811,2
4368,-1.824527,-9.609575,-0.744168,2
4369,-1.850848,-9.589237,-0.748953,2
4370,-1.842473,-9.565309,-0.752543,2
4371,-1.805385,-9.576077,-0.778864,2
4372,-1.759921,-9.615558,-0.786042,2
4373,-1.759921,-9.615558,-0.765703,2
4374,-1.787439,-9.592826,-0.701097,2
4375,-1.854438,-9.614362,-0.687936,2
4376,-1.910669,-9.622736,-0.734597,2
4377,-1.933401,-9.603594,-0.758525,2
4378,-1.889133,-9.603594,-0.787239,2
4379,-1.853241,-9.610772,-0.802792,2
4380,-1.826920,-9.572487,-0.787239,2
4381,-1.806581,-9.570094,-0.775275,2
4382,-1.792224,-9.609575,-0.762114,2
4383,-1.832902,-9.638289,-0.745364,2
4384,-1.835295,-9.605987,-0.764507,2
4385,-1.854438,-9.572487,-0.758525,2
4386,-1.890330,-9.527023,-0.742971,2
4387,-1.904687,-9.580862,-0.772882,2
4388,-1.920240,-9.620343,-0.798006,2
4389,-1.907080,-9.616755,-0.762114,2
4390,-1.921437,-9.567701,-0.751346,2
4391,-1.927419,-9.579665,-0.786042,2
4392,-1.859223,-9.634701,-0.811167,2
4393,-1.849652,-9.621540,-0.844666,2
4394,-1.903490,-9.568898,-0.855434,2
4395,-1.910669,-9.554541,-0.800399,2
4396,-1.862812,-9.553345,-0.830309,2
4397,-1.849652,-9.546165,-0.845863,2
4398,-1.892723,-9.594023,-0.884148,2
4399,-1.950150,-9.615558,-0.881755,2
4400,-1.923829,-9.601201,-0.826720,2
4401,-1.862812,-9.543773,-0.818345,2
4402,-1.844866,-9.565309,-0.813560,2
4403,-1.934597,-9.631111,-0.825524,2
4404,-1.992025,-9.598808,-0.881755,2
4405,-2.005185,-9.558130,-0.845863,2
4406,-1.960918,-9.525827,-0.891326,2
4407,-1.946561,-9.547362,-0.905683,2
4408,-1.958525,-9.597611,-0.851845,2
4409,-1.940579,-9.644272,-0.831506,2
4410,-1.952543,-9.644272,-0.863809,2
4411,-1.968097,-9.571291,-0.922433,2
4412,-1.975275,-9.531809,-0.959522,2
4413,-1.978864,-9.548559,-0.945165,2
4414,-1.965704,-9.547362,-0.915255,2
4415,-1.945365,-9.521041,-0.908076,2
4416,-1.885544,-9.561719,-0.917647,2
4417,-1.831706,-9.615558,-0.936790,2
4418,-1.831706,-9.619147,-0.921237,2
4419,-1.800599,-9.531809,-0.837488,2
4420,-1.689333,-9.556933,-0.795614,2
4421,-1.676172,-9.692128,-0.893719,2
4422,-1.673779,-9.755538,-1.025324,2
4423,-1.575674,-9.638289,-0.870987,2
4424,-1.473979,-9.597611,-0.742971,2
4425,-1.377069,-9.614362,-0.662812,2
4426,-1.262214,-9.591630,-0.742971,2
4427,-1.258625,-9.579665,-0.856631,2
4428,-1.316052,-9.558130,-0.984646,2
4429,-1.361516,-9.641879,-1.183251,2
4430,-1.518246,-9.683753,-1.298106,2
4431,-1.875973,-9.548559,-1.194018,2
4432,-2.085345,-9.450453,-0.995414,2
4433,-2.128416,-9.481560,-0.874577,2
4434,-1.980061,-9.574880,-0.837488,2
4435,-1.808974,-9.615558,-0.717847,2
4436,-1.530210,-9.596416,-0.758525,2
4437,-1.343570,-9.652647,-0.926022,2
4438,-1.329213,-9.645468,-1.050449,2
4439,-1.418944,-9.652647,-1.153340,2
4440,-1.574477,-9.645468,-1.167697,2
4441,-1.697708,-9.600004,-1.176072,2
4442,-1.757528,-9.530613,-1.207179,2
4443,-1.859223,-9.458828,-1.235893,2
4444,-1.919044,-9.568898,-1.223929,2
4445,-1.971686,-9.708878,-1.294517,2
4446,-1.904687,-9.657433,-1.250250,2
4447,-1.830509,-9.567701,-1.092324,2
4448,-1.726422,-9.582058,-0.999003,2
4449,-1.627119,-9.616755,-1.081556,2
4450,-1.586441,-9.655040,-1.196411,2
4451,-1.542174,-9.663414,-1.276571,2
4452,-1.531407,-9.638289,-1.341177,2
4453,-1.505085,-9.577272,-1.379462,2
4454,-1.472782,-9.515059,-1.397408,2
4455,-1.424926,-9.542577,-1.435694,2
4456,-1.383052,-9.560523,-1.427319,2
4457,-1.447658,-9.657433,-1.385444,2
4458,-1.552942,-9.626326,-1.447658,2
4459,-1.707279,-9.534202,-1.494318,2
4460,-1.926222,-9.511470,-1.508675,2
4461,-2.105684,-9.558130,-1.550549,2
4462,-2.270789,-9.580862,-1.643869,2
4463,-2.311467,-9.528220,-1.692922,2
4464,-2.242075,-9.450453,-1.655833,2
4465,-2.043471,-9.419347,-1.607977,2
4466,-1.931008,-9.456435,-1.628316,2
4467,-1.920240,-9.503095,-1.578067,2
4468,-1.962115,-9.577272,-1.491925,2
4469,-1.909472,-9.594023,-1.348356,2
4470,-1.763510,-9.554541,-1.299303,2
4471,-1.634298,-9.644272,-1.414158,2
4472,-1.622334,-9.705289,-1.426122,2
4473,-1.752743,-9.603594,-1.317249,2
4474,-1.902294,-9.559326,-1.138984,2
4475,-2.067399,-9.633504,-1.217947,2
4476,-2.239682,-9.576077,-1.276571,2
4477,-2.270789,-9.446864,-1.338784,2
4478,-2.170290,-9.424132,-1.440479,2
4479,-2.132005,-9.510274,-1.451247,2
4480,-2.060220,-9.521041,-1.446461,2
4481,-2.013560,-9.591630,-1.441676,2
4482,-1.958525,-9.700503,-1.421337,2
4483,-1.659423,-9.690931,-1.416551,2
4484,-1.513460,-9.638289,-1.345963,2
4485,-1.483550,-9.633504,-1.176072,2
4486,-1.406980,-9.626326,-1.060020,2
4487,-1.380659,-9.571291,-1.124627,2
4488,-1.378266,-9.562916,-1.097109,2
4489,-1.442872,-9.633504,-1.000200,2
4490,-1.494318,-9.682557,-0.940379,2
4491,-1.646262,-9.732806,-0.921237,2
4492,-1.731207,-9.760324,-0.916451,2
4493,-1.825724,-9.653843,-0.891326,2
4494,-1.966900,-9.638289,-0.844666,2
4495,-2.139184,-9.699306,-0.857827,2
4496,-2.397608,-9.725628,-0.918844,2
4497,-2.792424,-9.724431,-1.019342,2
4498,-2.935993,-9.628718,-1.188036,2
4499,-2.988636,-9.401401,-1.082752,2
4500,-2.925226,-9.147761,-1.313660,2
4501,-2.713461,-9.121440,-1.497907,2
4502,-2.471786,-9.192028,-1.390230,2
4503,-2.057827,-9.300901,-1.271785,2
4504,-1.594816,-9.349955,-1.068395,2
4505,-1.104288,-9.544970,-0.862613,2
4506,-0.848256,-9.717253,-0.642473,2
4507,-0.884148,-9.895518,-0.599402,2
4508,-1.131805,-9.942178,-0.593420,2
4509,-1.438086,-9.817751,-0.486939,2
4510,-1.615155,-9.633504,-0.376870,2
4511,-1.700101,-9.505488,-0.290728,2
4512,-1.661815,-9.444471,-0.256032,2
4513,-1.640280,-9.546165,-0.440279,2
4514,-1.625923,-9.706485,-0.552742,2
4515,-1.485943,-9.736395,-0.558724,2
4516,-1.362713,-9.760324,-0.727418,2
4517,-1.537389,-9.695718,-0.665205,2
4518,-1.489532,-9.583255,-0.564706,2
4519,-1.440479,-9.546165,-0.668794,2
4520,-1.471586,-9.598808,-0.643669,2
4521,-1.533799,-9.634701,-0.664008,2
4522,-1.562513,-9.695718,-0.665205,2
4523,-1.523032,-9.627522,-0.629312,2
4524,-1.399801,-9.487542,-0.410369,2
4525,-1.538585,-9.570094,-0.369691,2
4526,-1.448854,-9.710074,-0.276371,2
4527,-1.599602,-9.869197,-0.205783,2
4528,-1.438086,-9.540184,-0.397209,2
4529,-1.679762,-9.444471,-0.649651,2
4530,-1.816152,-9.550952,-0.735793,2
4531,-1.853241,-9.663414,-0.583849,2
4532,-1.789831,-9.773484,-0.531207,2
4533,-1.700101,-9.792626,-0.460618,2
4534,-1.393819,-9.343972,-0.533599,2
4535,-1.360320,-9.361918,-0.543171,2
4536,-1.244268,-9.672985,0.095713,2
4537,-1.110270,-9.976874,-0.144766,2
4538,-1.064806,-9.781859,-0.324227,2
4539,-1.044467,-9.547362,-0.319442,2
4540,-1.174876,-9.534202,-0.386441,2
4541,-1.284946,-9.701699,-0.489332,2
4542,-1.457229,-9.750752,-0.611366,2
4543,-1.673779,-9.601201,-0.905683,2
4544,-2.047060,-9.434899,-1.228714,2
4545,-2.344966,-9.409775,-1.262214,2
4546,-2.434697,-9.500702,-1.042074,2
4547,-2.287539,-9.622736,-1.105484,2
4548,-2.048256,-9.625129,-1.013360,2
4549,-1.840081,-9.613165,-0.775275,2
4550,-1.850848,-9.664611,-0.904487,2
4551,-1.998007,-9.864411,-0.843470,2
4552,-2.208575,-9.804591,-0.677169,2
4553,-2.315056,-9.611969,-0.769292,2
4554,-2.269592,-9.507881,-0.936790,2
4555,-2.201397,-9.492328,-1.171287,2
4556,-2.114059,-9.572487,-1.356730,2
4557,-2.148755,-9.566504,-1.490728,2
4558,-2.260021,-9.495916,-1.493121,2
4559,-2.425126,-9.535398,-1.573281,2
4560,-2.604588,-9.657433,-1.634298,2
4561,-2.846262,-9.629914,-1.478764,2
4562,-2.902494,-9.425328,-1.082752,2
4563,-2.861816,-9.377472,-0.814756,2
4564,-2.767299,-9.382257,-0.866202,2
4565,-2.486143,-9.512667,-1.012164,2
4566,-2.171487,-9.616755,-1.031307,2
4567,-1.944168,-9.584451,-1.008575,2
4568,-1.889133,-9.527023,-0.979861,2
4569,-1.921437,-9.559326,-1.031307,2
4570,-2.030310,-9.652647,-1.133002,2
4571,-2.166701,-9.616755,-1.055235,2
4572,-2.270789,-9.444471,-0.983450,2
4573,-2.181058,-9.303294,-0.897308,2
4574,-1.666601,-9.293723,-0.891326,2
4575,-0.947558,-9.556933,-0.954736,2
4576,-0.471386,-9.890733,-1.069592,2
4577,-0.357727,-9.993624,-0.978664,2
4578,-0.594616,-9.812965,-0.692722,2
4579,-0.963111,-9.651450,-0.604188,2
4580,-1.275374,-9.690931,-0.659223,2
4581,-1.355534,-9.610772,-0.835095,2
4582,-1.325624,-9.524631,-0.973879,2
4583,-1.310070,-9.518648,-1.074377,2
