@relation Data

@attribute index numeric
@attribute X numeric
@attribute Y numeric
@attribute Z numeric
@attribute class {1  2  3  4}

@data
7000,-0.537189,-0.641276,9.300901,3
7001,-0.878166,-0.774078,9.467203,3
7002,-0.972682,-0.859023,9.674182,3
7003,-0.872184,-0.881755,9.683753,3
7004,-0.783649,-1.070788,9.640682,3
7005,-0.838684,-1.130609,9.858429,3
7006,-0.649651,-1.479961,10.134800,3
7007,-0.605384,-1.718047,10.532009,3
7008,-0.612563,-1.521835,10.528419,3
7009,-0.660419,-1.196411,10.168300,3
7010,-0.637687,-1.048056,9.671789,3
7011,-0.586242,-1.068395,9.268599,3
7012,-0.656830,-1.101895,9.127422,3
7013,-0.713061,-1.043271,9.358330,3
7014,-0.795614,-0.951147,9.738789,3
7015,-0.924826,-1.048056,10.109675,3
7016,-0.762114,-1.226322,10.122836,3
7017,-0.540778,-1.225125,9.921839,3
7018,-0.473779,-1.118645,9.739985,3
7019,-0.477368,-0.979861,9.644272,3
7020,-0.406780,-0.927219,9.637094,3
7021,-0.483350,-1.128216,9.683753,3
7022,-0.550349,-1.089931,9.688539,3
7023,-0.629312,-1.009771,9.658628,3
7024,-0.760918,-1.225125,9.742377,3
7025,-0.777667,-1.243071,9.973285,3
7026,-0.666401,-1.128216,10.096515,3
7027,-0.665205,-1.074377,9.871590,3
7028,-0.606581,-1.144966,9.594023,3
7029,-0.521635,-1.112663,9.609575,3
7030,-0.472582,-0.993021,9.741181,3
7031,-0.413958,-0.954736,9.909875,3
7032,-0.437887,-1.027717,9.797412,3
7033,-0.563510,-0.988236,9.657433,3
7034,-0.689133,-0.953540,9.698111,3
7035,-0.732204,-1.019342,9.799805,3
7036,-0.659223,-1.033699,9.929018,3
7037,-0.614955,-0.842274,9.830912,3
7038,-0.671187,-0.812363,9.688539,3
7039,-0.808774,-0.996611,9.647861,3
7040,-0.953540,-1.140180,9.717253,3
7041,-1.054038,-1.111466,9.838090,3
7042,-1.007378,-1.021735,9.946963,3
7043,-0.892523,-0.979861,9.869197,3
7044,-0.747757,-1.008575,9.729217,3
7045,-0.650848,-1.182054,9.694521,3
7046,-0.602991,-1.173679,9.731609,3
7047,-0.653241,-1.070788,9.795019,3
7048,-0.687936,-1.037289,9.833304,3
7049,-0.655633,-1.037289,9.853643,3
7050,-0.611366,-1.037289,9.809377,3
7051,-0.586242,-1.079163,9.778270,3
7052,-0.601795,-1.081556,9.762716,3
7053,-0.661615,-1.097109,9.778270,3
7054,-0.744168,-1.154537,9.820144,3
7055,-0.754936,-1.207179,9.815358,3
7056,-0.844666,-1.156930,9.942178,3
7057,-0.817149,-1.391426,10.034302,3
7058,-0.849452,-0.893719,9.710074,3
7059,-0.983450,-0.880559,9.538987,3
7060,-0.881755,-1.251446,9.559326,3
7061,-0.911665,-1.176072,9.649057,3
7062,-0.800399,-1.089931,9.889536,3
7063,-0.827917,-0.957129,9.873982,3
7064,-0.996611,-0.940379,9.786645,3
7065,-1.052842,-0.975075,9.711270,3
7066,-1.062413,-1.006182,9.661021,3
7067,-1.093520,-0.970290,9.650253,3
7068,-1.124627,-0.910469,9.657433,3
7069,-1.087538,-0.929612,9.726824,3
7070,-1.093520,-0.990629,9.760324,3
7071,-1.118645,-1.038485,9.789038,3
7072,-1.185644,-1.009771,9.761520,3
7073,-1.263410,-0.951147,9.688539,3
7074,-1.337588,-0.948754,9.667004,3
7075,-1.361516,-1.002593,9.677772,3
7076,-1.333999,-1.025324,9.723235,3
7077,-1.345963,-0.983450,9.768699,3
7078,-1.356730,-0.963111,9.760324,3
7079,-1.354338,-0.988236,9.726824,3
7080,-1.324427,-1.015753,9.674182,3
7081,-1.311267,-1.030110,9.656236,3
7082,-1.323231,-1.039681,9.690931,3
7083,-1.342373,-1.014557,9.713663,3
7084,-1.373480,-0.995414,9.718450,3
7085,-1.356730,-1.022932,9.731609,3
7086,-1.374677,-1.052842,9.699306,3
7087,-1.417747,-1.060020,9.689735,3
7088,-1.435694,-1.069592,9.707682,3
7089,-1.418944,-1.075574,9.731609,3
7090,-1.366302,-1.058824,9.743574,3
7091,-1.343570,-1.081556,9.720842,3
7092,-1.324427,-1.087538,9.705289,3
7093,-1.333999,-1.088734,9.711270,3
7094,-1.282553,-1.098306,9.729217,3
7095,-1.211965,-1.107877,9.696914,3
7096,-1.154537,-1.098306,9.701699,3
7097,-1.147358,-1.127020,9.711270,3
7098,-1.177269,-1.118645,9.732806,3
7099,-1.147358,-1.137787,9.751948,3
7100,-1.140180,-1.138984,9.751948,3
7101,-1.141376,-1.111466,9.751948,3
7102,-1.136591,-1.095913,9.732806,3
7103,-1.122234,-1.121037,9.716056,3
7104,-1.086342,-1.116252,9.731609,3
7105,-1.080359,-1.123430,9.744770,3
7106,-1.075574,-1.119841,9.729217,3
7107,-1.116252,-1.119841,9.732806,3
7108,-1.110270,-1.092324,9.747163,3
7109,-1.106681,-1.091127,9.716056,3
7110,-1.060020,-1.087538,9.706485,3
7111,-1.016950,-1.091127,9.706485,3
7112,-1.002593,-1.079163,9.736395,3
7113,-1.003789,-1.063610,9.710074,3
7114,-0.964308,-1.058824,9.674182,3
7115,-0.972682,-1.027717,9.681360,3
7116,-0.969093,-1.052842,9.706485,3
7117,-0.975075,-1.138984,9.754341,3
7118,-0.982254,-1.225125,9.765109,3
7119,-0.966700,-1.160519,9.693324,3
7120,-0.993021,-1.077967,9.625129,3
7121,-1.086342,-1.115055,9.592826,3
7122,-1.122234,-1.179662,9.639486,3
7123,-1.095913,-1.252643,9.712467,3
7124,-1.034896,-1.283749,9.762716,3
7125,-0.964308,-1.316052,9.815358,3
7126,-0.903291,-1.313660,9.834501,3
7127,-0.815953,-1.362713,9.804591,3
7128,-0.750150,-1.471586,9.810573,3
7129,-0.672383,-1.479961,9.850055,3
7130,-0.672383,-1.400998,9.848858,3
7131,-0.686740,-1.318445,9.793823,3
7132,-0.702293,-1.356730,9.792626,3
7133,-0.693919,-1.379462,9.777073,3
7134,-0.704686,-1.247857,9.700503,3
7135,-0.679562,-1.060020,9.578469,3
7136,-0.608973,-0.941576,9.464810,3
7137,-0.674776,-0.965504,9.493524,3
7138,-0.798006,-1.188036,9.623933,3
7139,-0.868595,-1.366302,9.745967,3
7140,-0.795614,-1.281357,9.755538,3
7141,-0.936790,-1.231107,9.748360,3
7142,-1.001396,-1.229911,9.592826,3
7143,-1.039681,-1.213161,9.470792,3
7144,-1.056431,-1.325624,9.639486,3
7145,-0.997807,-1.343570,9.809377,3
7146,-0.857827,-1.372284,9.939785,3
7147,-0.659223,-1.531407,9.906285,3
7148,-0.384048,-1.843670,9.890733,3
7149,-0.021535,-2.097309,9.868001,3
7150,0.059821,-2.106880,9.954143,3
7151,-0.184247,-2.003989,10.116854,3
7152,-0.374477,-1.781456,10.048658,3
7153,-0.449851,-1.680958,9.948160,3
7154,-0.541974,-1.568495,9.796216,3
7155,-0.626920,-1.471586,9.645468,3
7156,-0.619741,-1.397408,9.572487,3
7157,-0.667598,-1.357927,9.592826,3
7158,-0.770489,-1.270589,9.627522,3
7159,-0.799203,-1.246661,9.663414,3
7160,-0.855434,-1.269392,9.670592,3
7161,-0.885344,-1.269392,9.639486,3
7162,-0.886541,-1.270589,9.667004,3
7163,-0.801596,-1.298106,9.713663,3
7164,-0.667598,-1.310070,9.750752,3
7165,-0.607777,-1.344766,9.739985,3
7166,-0.592224,-1.341177,9.737592,3
7167,-0.552742,-1.343570,9.749556,3
7168,-0.550349,-1.353141,9.737592,3
7169,-0.521635,-1.359123,9.732806,3
7170,-0.492921,-1.416551,9.757931,3
7171,-0.447458,-1.447658,9.812965,3
7172,-0.449851,-1.555335,9.897911,3
7173,-0.594616,-1.531407,9.957731,3
7174,-0.599402,-1.467997,9.870394,3
7175,-0.461815,-1.424926,9.850055,3
7176,-0.412762,-1.341177,9.759128,3
7177,-0.434297,-1.247857,9.689735,3
7178,-0.327817,-1.173679,9.631111,3
7179,-0.342174,-1.110270,9.584451,3
7180,-0.394816,-1.087538,9.639486,3
7181,-0.401994,-1.085145,9.719646,3
7182,-0.394816,-1.107877,9.745967,3
7183,-0.413958,-1.147358,9.704092,3
7184,-0.424726,-1.196411,9.739985,3
7185,-0.451047,-1.237089,9.805787,3
7186,-0.510868,-1.276571,9.850055,3
7187,-0.559920,-1.239482,9.778270,3
7188,-0.546760,-1.245464,9.726824,3
7189,-0.527617,-1.261018,9.682557,3
7190,-0.544367,-1.226322,9.555737,3
7191,-0.567099,-1.134198,9.455238,3
7192,-0.610170,-1.197608,9.655040,3
7193,-0.563510,-1.144966,9.720842,3
7194,-0.632902,-1.087538,9.631111,3
7195,-0.868595,-1.310070,9.594023,3
7196,-1.103091,-1.727618,9.943375,3
7197,-0.967897,-1.544567,10.122836,3
7198,-0.915255,-1.125823,10.072587,3
7199,-0.818345,-1.111466,9.956535,3
7200,-0.802792,-1.299303,9.662218,3
7201,-0.859023,-1.249053,9.432507,3
7202,-0.973879,-1.100698,9.275777,3
7203,-1.055235,-1.098306,9.582058,3
7204,-0.973879,-1.259821,10.022338,3
7205,-0.721436,-1.488336,10.134800,3
7206,-0.664008,-1.540978,9.948160,3
7207,-0.735793,-1.465604,9.729217,3
7208,-0.772882,-1.311267,9.658628,3
7209,-0.897308,-1.296910,9.700503,3
7210,-0.932004,-1.375873,9.791430,3
7211,-0.888934,-1.365105,9.804591,3
7212,-0.875773,-1.347159,9.772287,3
7213,-0.879362,-1.365105,9.735199,3
7214,-0.942772,-1.345963,9.696914,3
7215,-1.003789,-1.305285,9.734002,3
7216,-1.039681,-1.237089,9.711270,3
7217,-1.039681,-1.227518,9.653843,3
7218,-1.051646,-1.241875,9.639486,3
7219,-1.054038,-1.239482,9.681360,3
7220,-1.001396,-1.359123,9.724431,3
7221,-1.014557,-1.472782,9.750752,3
7222,-1.019342,-1.482354,9.809377,3
7223,-1.077967,-1.399801,9.927821,3
7224,-1.024128,-1.342373,9.856036,3
7225,-0.788435,-1.013360,9.632308,3
7226,-0.472582,-1.441676,9.640682,3
7227,-0.659223,-1.728814,9.862019,3
7228,-0.842274,-1.410569,9.958928,3
7229,-0.784846,-1.032503,9.893126,3
7230,-0.803988,-0.746561,9.678967,3
7231,-0.875773,-0.826720,9.511470,3
7232,-0.881755,-1.105484,9.521041,3
7233,-0.886541,-1.131805,9.647861,3
7234,-0.914058,-0.987039,9.748360,3
7235,-0.965504,-0.952343,9.790234,3
7236,-1.161715,-1.058824,9.772287,3
7237,-1.284946,-1.216750,9.792626,3
7238,-1.345963,-1.396212,9.924232,3
7239,-1.235893,-1.509871,10.051051,3
7240,-1.129412,-1.441676,10.076176,3
7241,-1.121037,-1.275374,9.962517,3
7242,-1.006182,-1.038485,9.783055,3
7243,-0.915255,-0.765703,9.608379,3
7244,-0.836291,-0.592224,9.355937,3
7245,-0.812363,-0.483350,9.159725,3
7246,-0.890130,-0.419940,9.141779,3
7247,-0.949951,-0.480957,9.220742,3
7248,-1.016950,-0.491725,9.358330,3
7249,-1.070788,-0.728615,9.540184,3
7250,-1.085145,-0.988236,9.808180,3
7251,-1.141376,-1.357927,10.230514,3
7252,-1.062413,-1.746760,10.668400,3
7253,-0.853041,-1.524228,10.699507,3
7254,-0.769292,-1.136591,10.253245,3
7255,-0.705883,-0.795614,9.521041,3
7256,-0.667598,-0.482154,8.801998,3
7257,-0.569492,-0.363709,8.390432,3
7258,-0.679562,-0.588634,8.651250,3
7259,-0.921237,-1.211965,9.639486,3
7260,-1.223929,-1.993221,10.914861,3
7261,-1.331606,-2.310270,11.648261,3
7262,-1.182054,-1.552942,11.248659,3
7263,-1.086342,-0.886541,10.120443,3
7264,-0.817149,-0.924826,9.219545,3
7265,-0.460618,-0.903291,8.407183,3
7266,-0.318245,-0.405583,7.680961,3
7267,-0.509671,0.094516,8.388040,3
7268,-0.664008,-0.570688,9.986445,3
7269,-0.815953,-1.861616,11.523834,3
7270,-0.853041,-2.724229,11.794223,3
7271,-0.457029,-1.398605,10.910075,3
7272,-0.480957,-0.512064,9.896714,3
7273,-0.711865,-1.179662,9.031709,3
7274,-0.979861,-1.479961,9.020942,3
7275,-0.912862,-1.398605,9.257831,3
7276,-0.598206,-0.607777,8.968299,3
7277,-0.771685,0.577867,8.845069,3
7278,-1.112663,0.429512,9.208778,3
7279,-0.750150,-0.873380,9.492328,3
7280,-0.739382,-2.218147,10.448260,3
7281,-0.899701,-2.063810,10.935200,3
7282,-1.014557,-0.477368,10.666007,3
7283,-0.902094,-0.222533,9.923036,3
7284,-0.759721,-1.003789,9.121440,3
7285,-0.589831,-1.305285,8.757730,3
7286,-0.667598,-1.052842,9.221938,3
7287,-0.932004,-0.908076,9.987641,3
7288,-0.987039,-1.033699,10.388439,3
7289,-1.069592,-1.179662,10.389636,3
7290,-0.960718,-1.136591,9.949356,3
7291,-0.587438,-1.068395,9.641879,3
7292,-0.277567,-1.100698,9.381062,3
7293,-0.163908,-1.210768,9.521041,3
7294,-0.424726,-1.150948,9.964910,3
7295,-0.592224,-1.362713,10.509277,3
7296,-0.698704,-1.371087,10.522438,3
7297,-0.808774,-1.391426,9.876375,3
7298,-0.826720,-1.091127,8.921639,3
7299,-0.782453,-0.882952,8.439486,3
7300,-1.203590,-0.899701,8.932407,3
7301,-0.784846,-1.300499,9.497113,3
7302,-0.649651,-1.319642,10.063016,3
7303,-1.188036,-1.124627,9.326026,3
7304,-1.391426,-0.930808,8.906086,3
7305,-1.161715,-1.333999,9.129815,3
7306,-0.836291,-1.709672,9.728021,3
7307,-0.686740,-1.741975,10.143175,3
7308,-0.672383,-1.771885,10.137193,3
7309,-0.808774,-1.818545,10.042677,3
7310,-0.957129,-2.009971,9.879965,3
7311,-0.920040,-2.329413,9.967302,3
7312,-0.911665,-2.408376,10.149158,3
7313,-0.850648,-2.313859,10.272388,3
7314,-0.775275,-2.240878,10.152746,3
7315,-0.841077,-2.188236,9.930214,3
7316,-0.994218,-2.338984,10.015160,3
7317,-0.728615,-2.076970,9.817751,3
7318,-1.001396,-1.611566,9.466006,3
7319,-1.268196,-1.540978,9.415757,3
7320,-0.941576,-1.526621,9.399008,3
7321,-0.582652,-1.695315,9.743574,3
7322,-0.326620,-1.724029,9.852448,3
7323,-0.348156,-1.483550,9.736395,3
7324,-0.516850,-1.537389,9.596416,3
7325,-0.591027,-1.435694,9.511470,3
7326,-0.558724,-1.422533,9.562916,3
7327,-0.631705,-1.406980,9.519845,3
7328,-0.813560,-1.494318,9.416953,3
7329,-0.916451,-1.408176,9.412168,3
7330,-0.909273,-1.305285,9.498309,3
7331,-0.742971,-1.417747,9.422935,3
7332,-0.544367,-1.562513,9.402596,3
7333,-0.512064,-1.630709,9.507881,3
7334,-0.617348,-1.679762,9.609575,3
7335,-0.705883,-1.752743,9.683753,3
7336,-0.701097,-1.898705,9.767502,3
7337,-0.699901,-1.994418,9.909875,3
7338,-0.845863,-1.563710,9.662218,3
7339,-0.906880,-1.730011,9.482756,3
7340,-0.831506,-2.126023,9.846465,3
7341,-0.646062,-2.234896,10.023534,3
7342,-0.691526,-2.090131,9.914660,3
7343,-0.869791,-2.023132,9.909875,3
7344,-0.808774,-2.557927,10.053444,3
7345,-0.849452,-2.409572,10.301102,3
7346,-0.990629,-2.163112,9.857233,3
7347,-1.013360,-1.965704,9.534202,3
7348,-0.923630,-1.777867,9.512667,3
7349,-0.750150,-1.751546,9.529416,3
7350,-0.689133,-1.700101,9.434899,3
7351,-0.872184,-1.568495,9.302098,3
7352,-1.118645,-1.447658,9.242277,3
7353,-1.232304,-1.349552,9.342776,3
7354,-1.330409,-1.221536,9.561719,3
7355,-1.312463,-1.347159,9.771091,3
7356,-1.060020,-1.946561,9.766306,3
7357,-0.678365,-2.397608,9.712467,3
7358,-0.890130,-2.044667,9.811769,3
7359,-1.152144,-1.575674,9.818948,3
7360,-1.148555,-1.530210,9.821341,3
7361,-0.967897,-1.618744,9.713663,3
7362,-0.775275,-1.639084,9.647861,3
7363,-0.634098,-1.631905,9.683753,3
7364,-0.571885,-1.546960,9.745967,3
7365,-0.673580,-1.458425,9.734002,3
7366,-0.865005,-1.389034,9.647861,3
7367,-0.989432,-1.344766,9.590433,3
7368,-0.991825,-1.361516,9.605987,3
7369,-0.939183,-1.400998,9.623933,3
7370,-0.903291,-1.441676,9.653843,3
7371,-0.888934,-1.460818,9.699306,3
7372,-0.916451,-1.466800,9.695718,3
7373,-0.981057,-1.477568,9.699306,3
7374,-0.951147,-1.508675,9.719646,3
7375,-0.910469,-1.527817,9.700503,3
7376,-0.887737,-1.523032,9.686146,3
7377,-0.857827,-1.496711,9.659825,3
7378,-0.886541,-1.467997,9.672985,3
7379,-0.860220,-1.463211,9.705289,3
7380,-0.842274,-1.433301,9.699306,3
7381,-0.839881,-1.454836,9.694521,3
7382,-0.841077,-1.463211,9.707682,3
7383,-0.818345,-1.456033,9.725628,3
7384,-0.836291,-1.458425,9.693324,3
7385,-0.851845,-1.462015,9.665807,3
7386,-0.859023,-1.475175,9.693324,3
7387,-0.859023,-1.478764,9.705289,3
7388,-0.859023,-1.499103,9.717253,3
7389,-0.870987,-1.477568,9.684950,3
7390,-0.906880,-1.475175,9.701699,3
7391,-0.930808,-1.467997,9.695718,3
7392,-0.937986,-1.499103,9.688539,3
7393,-0.923630,-1.476372,9.681360,3
7394,-0.906880,-1.451247,9.688539,3
7395,-0.905683,-1.459622,9.683753,3
7396,-0.903291,-1.453640,9.710074,3
7397,-0.884148,-1.478764,9.696914,3
7398,-0.890130,-1.519442,9.686146,3
7399,-0.888934,-1.527817,9.689735,3
7400,-0.914058,-1.477568,9.707682,3
7401,-0.935594,-1.526621,9.700503,3
7402,-0.911665,-1.544567,9.702896,3
7403,-0.914058,-1.536192,9.710074,3
7404,-0.935594,-1.543371,9.718450,3
7405,-0.924826,-1.544567,9.702896,3
7406,-0.903291,-1.542174,9.706485,3
7407,-0.922433,-1.520639,9.694521,3
7408,-0.916451,-1.532603,9.706485,3
7409,-0.905683,-1.532603,9.711270,3
7410,-0.897308,-1.524228,9.705289,3
7411,-0.887737,-1.532603,9.692128,3
7412,-0.885344,-1.531407,9.712467,3
7413,-0.875773,-1.557728,9.705289,3
7414,-0.886541,-1.525424,9.706485,3
7415,-0.867398,-1.538585,9.699306,3
7416,-0.876970,-1.554138,9.732806,3
7417,-0.873380,-1.539781,9.755538,3
7418,-0.906880,-1.502693,9.744770,3
7419,-0.920040,-1.508675,9.725628,3
7420,-0.930808,-1.489532,9.671789,3
7421,-0.952343,-1.472782,9.653843,3
7422,-0.965504,-1.479961,9.667004,3
7423,-0.987039,-1.470389,9.682557,3
7424,-1.003789,-1.460818,9.702896,3
7425,-1.009771,-1.476372,9.690931,3
7426,-0.970290,-1.433301,9.672985,3
7427,-0.939183,-1.405783,9.647861,3
7428,-0.942772,-1.422533,9.641879,3
7429,-0.967897,-1.426122,9.649057,3
7430,-0.960718,-1.446461,9.687343,3
7431,-0.929612,-1.445265,9.731609,3
7432,-0.880559,-1.447658,9.722038,3
7433,-0.826720,-1.477568,9.722038,3
7434,-0.821935,-1.466800,9.702896,3
7435,-0.820738,-1.444068,9.668200,3
7436,-0.869791,-1.424926,9.664611,3
7437,-0.873380,-1.433301,9.694521,3
7438,-0.891326,-1.458425,9.705289,3
7439,-0.900898,-1.493121,9.707682,3
7440,-0.894916,-1.525424,9.724431,3
7441,-0.885344,-1.530210,9.741181,3
7442,-0.903291,-1.507478,9.734002,3
7443,-0.893719,-1.511068,9.718450,3
7444,-0.918844,-1.519442,9.692128,3
7445,-0.898505,-1.490728,9.694521,3
7446,-0.904487,-1.505085,9.692128,3
7447,-0.880559,-1.513460,9.702896,3
7448,-0.875773,-1.524228,9.692128,3
7449,-0.851845,-1.527817,9.704092,3
7450,-0.821935,-1.537389,9.711270,3
7451,-0.823131,-1.560120,9.728021,3
7452,-0.796810,-1.543371,9.747163,3
7453,-0.799203,-1.520639,9.737592,3
7454,-0.837488,-1.515853,9.719646,3
7455,-0.836291,-1.496711,9.694521,3
7456,-0.820738,-1.506282,9.698111,3
7457,-0.832702,-1.512264,9.695718,3
7458,-0.851845,-1.515853,9.695718,3
7459,-0.873380,-1.526621,9.699306,3
7460,-0.893719,-1.518246,9.704092,3
7461,-0.894916,-1.507478,9.702896,3
7462,-0.881755,-1.502693,9.701699,3
7463,-0.876970,-1.495514,9.696914,3
7464,-0.868595,-1.482354,9.686146,3
7465,-0.850648,-1.482354,9.705289,3
7466,-0.857827,-1.467997,9.702896,3
7467,-0.855434,-1.481157,9.710074,3
7468,-0.867398,-1.477568,9.707682,3
7469,-0.861416,-1.488336,9.699306,3
7470,-0.857827,-1.487139,9.689735,3
7471,-0.876970,-1.475175,9.689735,3
7472,-0.903291,-1.481157,9.695718,3
7473,-0.904487,-1.490728,9.701699,3
7474,-0.892523,-1.485943,9.699306,3
7475,-0.905683,-1.491925,9.698111,3
7476,-0.885344,-1.509871,9.706485,3
7477,-0.869791,-1.505085,9.708878,3
7478,-0.875773,-1.489532,9.713663,3
7479,-0.859023,-1.499103,9.718450,3
7480,-0.853041,-1.511068,9.698111,3
7481,-0.854238,-1.509871,9.708878,3
7482,-0.868595,-1.500300,9.714860,3
7483,-0.881755,-1.499103,9.710074,3
7484,-0.882952,-1.514657,9.708878,3
7485,-0.893719,-1.519442,9.706485,3
7486,-0.897308,-1.531407,9.706485,3
7487,-0.899701,-1.533799,9.718450,3
7488,-0.905683,-1.529014,9.704092,3
7489,-0.911665,-1.515853,9.701699,3
7490,-0.885344,-1.511068,9.693324,3
7491,-0.900898,-1.523032,9.694521,3
7492,-0.890130,-1.494318,9.714860,3
7493,-0.891326,-1.489532,9.708878,3
7494,-0.906880,-1.494318,9.693324,3
7495,-0.873380,-1.497907,9.702896,3
7496,-0.853041,-1.513460,9.687343,3
7497,-0.854238,-1.511068,9.687343,3
7498,-0.863809,-1.494318,9.701699,3
7499,-0.854238,-1.515853,9.705289,3
7500,-0.878166,-1.495514,9.706485,3
7501,-0.868595,-1.514657,9.706485,3
7502,-0.869791,-1.497907,9.704092,3
7503,-0.891326,-1.494318,9.707682,3
7504,-0.893719,-1.481157,9.694521,3
7505,-0.886541,-1.485943,9.690931,3
7506,-0.873380,-1.482354,9.702896,3
7507,-0.863809,-1.490728,9.695718,3
7508,-0.861416,-1.490728,9.706485,3
7509,-0.860220,-1.479961,9.707682,3
7510,-0.849452,-1.496711,9.686146,3
7511,-0.869791,-1.489532,9.682557,3
7512,-0.879362,-1.482354,9.705289,3
7513,-0.880559,-1.499103,9.714860,3
7514,-0.893719,-1.512264,9.704092,3
7515,-0.886541,-1.505085,9.696914,3
7516,-0.894916,-1.507478,9.696914,3
7517,-0.909273,-1.503889,9.713663,3
7518,-0.914058,-1.506282,9.713663,3
7519,-0.899701,-1.501496,9.694521,3
7520,-0.886541,-1.494318,9.681360,3
7521,-0.869791,-1.499103,9.704092,3
7522,-0.874577,-1.517050,9.734002,3
7523,-0.866202,-1.551746,9.781859,3
7524,-0.902094,-1.652244,9.883554,3
7525,-0.971486,-1.755135,10.040284,3
7526,-1.010968,-1.807778,10.134800,3
7527,-1.010968,-1.715654,10.031909,3
7528,-1.043271,-1.501496,9.757931,3
7529,-1.044467,-1.225125,9.440882,3
7530,-1.049253,-1.076770,9.316455,3
7531,-0.977468,-1.077967,9.293723,3
7532,-0.892523,-1.063610,9.317652,3
7533,-0.879362,-1.088734,9.364311,3
7534,-0.890130,-1.144966,9.421740,3
7535,-0.872184,-1.241875,9.588040,3
7536,-0.815953,-1.383052,9.851251,3
7537,-0.736989,-1.482354,10.035499,3
7538,-0.690329,-1.607977,10.096515,3
7539,-0.686740,-1.654637,10.045070,3
7540,-0.733400,-1.520639,9.915857,3
7541,-0.803988,-1.381855,9.799805,3
7542,-0.869791,-1.324427,9.646665,3
7543,-0.934397,-1.280160,9.486345,3
7544,-1.001396,-1.244268,9.436096,3
7545,-1.052842,-1.220340,9.515059,3
7546,-1.045663,-1.222732,9.570094,3
7547,-0.984646,-1.298106,9.665807,3
7548,-0.884148,-1.319642,9.710074,3
7549,-0.782453,-1.360320,9.723235,3
7550,-0.726222,-1.424926,9.743574,3
7551,-0.726222,-1.433301,9.760324,3
7552,-0.748953,-1.479961,9.806984,3
7553,-0.739382,-1.484746,9.846465,3
7554,-0.756132,-1.448854,9.817751,3
7555,-0.774078,-1.456033,9.754341,3
7556,-0.778864,-1.451247,9.690931,3
7557,-0.776471,-1.439283,9.652647,3
7558,-0.817149,-1.420140,9.640682,3
7559,-0.861416,-1.412962,9.655040,3
7560,-0.890130,-1.420140,9.686146,3
7561,-0.878166,-1.418944,9.692128,3
7562,-0.847059,-1.447658,9.696914,3
7563,-0.812363,-1.440479,9.718450,3
7564,-0.796810,-1.494318,9.731609,3
7565,-0.788435,-1.574477,9.745967,3
7566,-0.801596,-1.518246,9.730413,3
7567,-0.855434,-1.554138,9.699306,3
7568,-0.862613,-1.593620,9.712467,3
7569,-0.898505,-1.603191,9.723235,3
7570,-0.912862,-1.562513,9.731609,3
7571,-0.918844,-1.588834,9.704092,3
7572,-0.894916,-1.594816,9.712467,3
7573,-0.888934,-1.567299,9.726824,3
7574,-0.897308,-1.533799,9.724431,3
7575,-0.874577,-1.518246,9.717253,3
7576,-0.874577,-1.526621,9.698111,3
7577,-0.881755,-1.515853,9.729217,3
7578,-0.868595,-1.511068,9.716056,3
7579,-0.875773,-1.542174,9.736395,3
7580,-0.867398,-1.525424,9.738789,3
7581,-0.849452,-1.526621,9.707682,3
7582,-0.842274,-1.509871,9.672985,3
7583,-0.872184,-1.529014,9.665807,3
7584,-0.870987,-1.539781,9.712467,3
7585,-0.849452,-1.536192,9.725628,3
7586,-0.879362,-1.515853,9.743574,3
7587,-0.885344,-1.511068,9.735199,3
7588,-0.933201,-1.475175,9.707682,3
7589,-0.937986,-1.476372,9.693324,3
7590,-0.934397,-1.441676,9.667004,3
7591,-0.908076,-1.387837,9.649057,3
7592,-0.890130,-1.390230,9.643075,3
7593,-0.875773,-1.386641,9.658628,3
7594,-0.843470,-1.421337,9.690931,3
7595,-0.815953,-1.445265,9.716056,3
7596,-0.835095,-1.450050,9.757931,3
7597,-0.856631,-1.448854,9.736395,3
7598,-0.866202,-1.436890,9.710074,3
7599,-0.890130,-1.415355,9.678967,3
7600,-0.898505,-1.414158,9.657433,3
7601,-0.872184,-1.416551,9.656236,3
7602,-0.886541,-1.442872,9.680164,3
7603,-0.880559,-1.458425,9.717253,3
7604,-0.887737,-1.458425,9.731609,3
7605,-0.897308,-1.424926,9.694521,3
7606,-0.873380,-1.435694,9.684950,3
7607,-0.878166,-1.433301,9.687343,3
7608,-0.868595,-1.409373,9.680164,3
7609,-0.862613,-1.415355,9.698111,3
7610,-0.868595,-1.463211,9.705289,3
7611,-0.870987,-1.463211,9.720842,3
7612,-0.856631,-1.481157,9.717253,3
7613,-0.859023,-1.481157,9.707682,3
7614,-0.851845,-1.508675,9.708878,3
7615,-0.865005,-1.511068,9.714860,3
7616,-0.876970,-1.507478,9.729217,3
7617,-0.855434,-1.506282,9.717253,3
7618,-0.847059,-1.526621,9.711270,3
7619,-0.836291,-1.527817,9.732806,3
7620,-0.835095,-1.505085,9.749556,3
7621,-0.851845,-1.489532,9.732806,3
7622,-0.885344,-1.482354,9.728021,3
7623,-0.854238,-1.496711,9.682557,3
7624,-0.829113,-1.502693,9.680164,3
7625,-0.836291,-1.508675,9.706485,3
7626,-0.836291,-1.520639,9.726824,3
7627,-0.829113,-1.530210,9.735199,3
7628,-0.838684,-1.519442,9.732806,3
7629,-0.849452,-1.521835,9.739985,3
7630,-0.873380,-1.523032,9.719646,3
7631,-0.878166,-1.506282,9.717253,3
7632,-0.900898,-1.479961,9.701699,3
